,method,finetune,dataset,alpha,n_epochs,lr,beta,regular_weight,K,Results/test_acc,Results/test_acc_bottom_decile,Results/test_acc_std,Results/test_loss,Results/test_loss_bottom_decile,Results/test_loss_std,Results/val_acc,Results_unseen/test_acc,Results_unseen/test_acc_bottom_decile,Results_unseen/test_acc_std,Results_unseen/test_loss,Results_unseen/test_loss_bottom_decile,Results_unseen/test_loss_std,Results_weighted/test_acc,Results_weighted/test_loss,Results_weighted_unseen/test_acc,Results_weighted_unseen/test_loss,sys_avg/total_model_size,sys_avg/total_upload_bytes,sys_avg/local_convergence_round,sys_avg/global_convergence_time_minutes,sys_avg/fl_end_time_minutes,sys_avg/total_flops,sys_avg/global_convergence_round,sys_avg/total_download_bytes,sys_avg/local_convergence_time_minutes
398,ditto,1,cifar--alpha5.0,5.0,1,0.5,,0.5,,0.30663502242287827,0.18181818181818185,0.08260460935536891,1.9307283336886831,1.732529587012071,0.1899855938969086,0.2940394813947254,0.11333806103498856,0.07476635514018691,0.04368390127242442,2.301844620890988,2.2902715572944055,0.01086835612385386,0.3079924480805538,1.9275717310818432,0.11240875912408758,2.3018034250486794,4.07M,49.51K,9.663366336633665,0.0,0.0,97.23G,0.0,48.71K,2.3465024830033
399,ditto,1,cifar--alpha5.0,5.0,1,0.005,,0.05,,0.6470577767123267,0.5679012345679012,0.06019550188669291,1.1300370653216167,0.9213133349138148,0.2004340226219787,0.6491584436954948,0.22309405846619867,0.17,0.04500922659848548,2.169379510996788,1.9976523858364497,0.1920064007661622,0.6466960352422908,1.1282380508656318,0.22384428223844283,2.1708231520478742,4.07M,718.65K,11.0990099009901,101.296758869967,101.29942174323432,1.36T,300.0,717.85K,2.0349750303630363
400,ditto,1,cifar--alpha5.0,5.0,1,0.005,,0.2,,0.6466031539874939,0.5675675675675675,0.05706475114960097,1.1227413732182046,0.8830496072769165,0.20026987514606967,0.6463409589031034,0.2208760295479592,0.16,0.04684099436059308,2.171574386124943,2.0106575087966205,0.18178225389883892,0.6459408432976715,1.123600254776138,0.22141119221411193,2.1729968290839463,4.07M,718.65K,11.0990099009901,102.3631999070957,102.36569270165018,1.36T,300.0,717.85K,2.660135738118812
401,ditto,1,cifar--alpha5.0,5.0,1,0.5,,0.2,,0.4092077722410325,0.29411764705882354,0.09278063574496422,1.6668445329118498,1.371384688786098,0.31366119188425795,0.4141188320183942,0.1240410542863097,0.0673076923076923,0.04706549027958972,2.2931839911451792,2.2702657699584963,0.019950858715863388,0.41019509125236,1.6696339528166024,0.12311435523114356,2.2934500319534266,4.07M,97.3K,11.0990099009901,0.0,0.0,189.77G,0.0,96.5K,2.512954863861386
402,ditto,1,cifar--alpha5.0,5.0,1,0.5,,0.1,,0.557800202370833,0.46846846846846846,0.06894426331310173,1.272061094938844,1.0480228185653686,0.21543769967845805,0.5565393403244296,0.16095266107083886,0.12,0.05021649999101984,2.273265183993323,2.2251448917388914,0.044721631899108494,0.5585903083700441,1.2708516960120786,0.16204379562043797,2.2731688871870945,4.07M,240.69K,11.0990099009901,0.0,0.0,467.51G,0.0,239.89K,2.5507544547854786
403,ditto,1,cifar--alpha5.0,5.0,1,0.005,,0.5,,0.3878322395783932,0.27522935779816515,0.09064113255906704,1.717009416699017,1.4583555698394777,0.249659575359978,0.37869631843590695,0.12227879219316648,0.08196721311475409,0.05231951625673075,2.297282075999706,2.2805498379927416,0.01554102799319829,0.38842039018250474,1.716860918949204,0.12116788321167885,2.297318240441835,4.07M,73.4K,11.0990099009901,0.0,0.0,143.62G,0.0,72.61K,2.5650048929042906
404,ditto,1,cifar--alpha5.0,5.0,1,0.005,,0.1,,0.4140514758487666,0.31868131868131866,0.08895808567204214,1.6443519066193724,1.3415280069623674,0.2982588085041585,0.4215449711839868,0.12410285203911868,0.0673076923076923,0.04799096447680971,2.2931853435802094,2.2700021440332585,0.02015814456510386,0.41422278162366266,1.6472051381014516,0.12311435523114356,2.2934541346092874,4.07M,97.3K,11.0990099009901,0.0,0.0,189.77G,0.0,96.5K,2.572362121287129
405,ditto,1,cifar--alpha5.0,5.0,1,0.5,,0.05,,0.12600557988528974,0.07142857142857142,0.043227536636461505,2.275337866758788,2.2500049895846965,0.016729544153642768,0.12176458408426974,0.1103042674897752,0.05172413793103448,0.046776764265306664,2.301306765414293,2.29235821203752,0.007955538944447917,0.126117054751416,2.27541067244648,0.11143552311435524,2.301324024339662,4.07M,25.61K,1.5841584158415842,0.0,0.0,50.54G,0.0,24.81K,0.3439066315181518
406,ditto,1,cifar--alpha5.0,5.0,1,0.05,,0.1,,0.1335641534264263,0.07608695652173914,0.04327721153745404,2.2721147043236867,2.248031130024031,0.016996857329165442,0.12955608891219633,0.1103042674897752,0.05172413793103448,0.046776764265306664,2.3013031780823763,2.2923708525570956,0.007941909690322747,0.13366897419760856,2.2721763806796207,0.11143552311435524,2.3013203847147254,4.07M,25.61K,1.5841584158415842,0.0,0.0,50.54G,0.0,24.81K,0.29628716963696367
407,ditto,1,cifar--alpha5.0,5.0,1,0.05,,0.2,,0.3841696226485002,0.2641509433962264,0.094046700187505,1.7456769364669646,1.4542146921157837,0.27951387247189596,0.37254506751020255,0.12286702748728412,0.08196721311475409,0.052725511558158786,2.297288030872758,2.2798807254204383,0.015885928641316032,0.3852737570799245,1.7443974493208585,0.12165450121654502,2.2973217982735368,4.07M,73.4K,11.0990099009901,0.0,0.0,143.62G,0.0,72.61K,2.5925477608910894
408,ditto,1,cifar--alpha5.0,5.0,1,0.05,,0.05,,0.6470577767123267,0.5679012345679012,0.06019550188669291,1.1300370653216167,0.9213133349138148,0.2004340226219787,0.6491584436954948,0.22309405846619867,0.17,0.04500922659848548,2.169379510996788,1.9976523858364497,0.1920064007661622,0.6466960352422908,1.1282380508656318,0.22384428223844283,2.1708231520478742,4.07M,718.65K,11.0990099009901,102.08543816237624,102.08961889042904,1.36T,300.0,717.85K,2.219111649834984
409,ditto,1,cifar--alpha5.0,5.0,1,0.05,,0.5,,0.30663502242287827,0.18181818181818185,0.08260460935536891,1.9307283336886831,1.732529587012071,0.1899855938969086,0.2940394813947254,0.11333806103498856,0.07476635514018691,0.04368390127242442,2.301844620890988,2.2902715572944055,0.01086835612385386,0.3079924480805538,1.9275717310818432,0.11240875912408758,2.3018034250486794,4.07M,49.51K,9.663366336633665,0.0,0.0,97.23G,0.0,48.71K,2.331990408910891
410,exact,0,cifar--alpha5.0,5.0,6,0.1,0.8,,,0.720342457156331,0.6568627450980392,0.05023899036188628,1.0551982724216873,0.7541097842373894,0.22973321073984937,0.7143529759400303,0.7113971301126133,0.65,0.04852377324692719,1.050334252932091,0.878733377456665,0.15361515900360748,0.7200755191944619,1.0536045123874271,0.7128953771289538,1.0457596804973852,2.04M,240.7K,11.0990099009901,19.173393171452144,19.1761394339934,673.75G,100.0,239.9K,2.241700503135313
411,exact,0,cifar--alpha5.0,5.0,6,0.01,0.8,,,0.6902082511077071,0.63,0.04851306580101635,0.9893204615571444,0.7904127743509081,0.16058748925420877,0.691527465036015,0.681586747999533,0.6448598130841121,0.03845563304659793,0.9924703001244184,0.837601770769875,0.13107856172538582,0.6901195720578981,0.9885946194702834,0.6827250608272506,0.9907844881651756,2.04M,360.19K,11.0990099009901,26.923361663696372,26.92726785759076,1006.25G,150.0,359.39K,2.1905834051155115
412,exact,0,cifar--alpha5.0,5.0,6,0.5,0.8,,,0.09969211463992296,0.050505050505050504,0.047328943773416246,2.3076482768149296,2.2795580863952636,0.019672891246425517,0.09744574838289476,0.10404644068076878,0.04807692307692308,0.0456929058383161,2.3087884170003337,2.2942182350158693,0.016575261849562622,0.09905601006922592,2.307691503606404,0.10364963503649637,2.3091700305613867,2.04M,169.01K,11.0990099009901,13.063239617821786,13.067338751320133,472.87G,70.0,168.21K,2.235585294554455
413,exact,0,cifar--alpha5.0,5.0,6,0.005,0.8,,,0.6931013310115798,0.64,0.04561572333973141,0.9515237532386,0.7684971451759338,0.14030840440405104,0.6933280566595069,0.6939632648650388,0.6458333333333334,0.04263638512004358,0.9491424190288518,0.7966048953668127,0.114835503223509,0.6928886091881686,0.9516075303426388,0.6953771289537712,0.948606671469055,2.04M,670.85K,11.0990099009901,49.537777512871294,49.539500719801985,1.83T,280.0,670.05K,2.1417538194719468
414,exact,0,cifar--alpha5.0,5.0,6,0.05,0.8,,,0.7303483871786896,0.6593406593406593,0.05030357659414058,0.9905084673310548,0.729597012811112,0.225615964979172,0.7301853692353715,0.7227842637510891,0.6822429906542056,0.04106762018213225,0.9883755042112542,0.7573295766657049,0.15786174912649845,0.7307740717432347,0.987479122923693,0.7231143552311435,0.9851984807754663,2.04M,336.29K,11.0990099009901,24.519896371122115,24.524468794224433,939.6G,140.0,335.49K,2.1186084359735973
415,exact,0,cifar--alpha5.0,5.0,3,0.1,0.8,,,0.7274044107725853,0.67,0.0493019494724309,0.9944477795309664,0.7394578901621012,0.2097213498101594,0.7207614410502908,0.7068435818311481,0.6261682242990654,0.05043000107870687,1.0356915109600189,0.8785065162181854,0.15583632060710362,0.726746381371932,0.9943367173888208,0.708029197080292,1.0336891772538206,2.04M,288.5K,11.0990099009901,12.568726970132014,12.571763822607265,422.98G,120.0,287.7K,1.2788309396039603
416,exact,1,cifar--alpha5.0,5.0,6,0.1,0.8,,,0.7222289395736099,0.6534653465346535,0.05086603582712217,1.08202333205896,0.7972783219106127,0.24435075305348644,0.714449970182533,0.7159992284133011,0.6442307692307693,0.05014858214318993,1.1107317529692808,0.930486918931984,0.16560201865991103,0.7214600377595972,1.0806712598212402,0.7172749391727494,1.1072724522139037,2.04M,288.5K,11.0990099009901,23.051800107260725,23.054776909735978,813.4G,120.0,287.7K,2.2335522011551157
417,exact,1,cifar--alpha5.0,5.0,6,0.01,0.8,,,0.6429501572465424,0.56,0.06055471090930763,1.1504240852860137,0.8758420494367491,0.21083582935952055,0.6421921718661796,0.6506249192431921,0.5769230769230769,0.05539374431793225,1.122690234380319,0.8232662148564776,0.218233872642701,0.6424166142227816,1.1529049622552274,0.6520681265206812,1.1226046705768056,2.04M,336.29K,11.0990099009901,26.87733078795379,26.878779881023107,947.77G,140.0,335.49K,2.2736753500000004
418,exact,0,cifar--alpha5.0,5.0,3,0.01,0.8,,,0.7031319836152311,0.6494845360824743,0.04776893729416025,0.9343640347677642,0.7376639734614979,0.15134863224413658,0.706036457312651,0.6912304908427594,0.6354166666666666,0.04768349990930285,0.9350869038811844,0.760919913930713,0.12876662873476047,0.702706104468219,0.9341086570295412,0.6929440389294403,0.9342828015341376,2.04M,670.85K,11.0990099009901,27.436567961881188,27.43911555214521,981.56G,280.0,670.05K,1.314794650330033
419,exact,0,cifar--alpha5.0,5.0,3,0.5,0.8,,,0.09969211463992296,0.050505050505050504,0.047328943773416246,2.306346605226961,2.2835272506431297,0.01639320787094646,0.09744574838289476,0.10404644068076878,0.04807692307692308,0.0456929058383161,2.307557613755171,2.29657364172094,0.013410833623115327,0.09905601006922592,2.306389805023741,0.10364963503649637,2.3078187408818525,2.04M,169.01K,11.0990099009901,7.594536585148514,7.601219396699669,247.97G,70.0,168.21K,1.357517126072607
420,exact,1,cifar--alpha5.0,5.0,6,0.5,0.8,,,0.09969211463992296,0.050505050505050504,0.047328943773416246,2.3078661774801317,2.277883567810058,0.0205020585155338,0.09744574838289476,0.10404644068076878,0.04807692307692308,0.0456929058383161,2.309074521491062,2.2936299896240233,0.01731546792132887,0.09905601006922592,2.3079007297585488,0.10364963503649637,2.309507844975975,2.04M,169.01K,11.0990099009901,13.649661051650163,13.653821109735974,476.93G,70.0,168.21K,2.197746423432343
421,exact,1,cifar--alpha5.0,5.0,6,0.005,0.8,,,0.5710305570241467,0.4868421052631579,0.07434729943781149,1.3695405010216926,1.0117845854808374,0.32670852380429055,0.5685722654776968,0.580815808037236,0.5168539325842697,0.05978662734073535,1.3189155177773615,0.9986817381598732,0.28834408723980426,0.5723096286972938,1.369027471751481,0.5834549878345499,1.3117867973019026,2.04M,384.08K,11.0990099009901,30.016578060726076,30.01901781650164,1.06T,160.0,383.29K,2.230179737623762
422,exact,1,cifar--alpha5.0,5.0,6,0.05,0.8,,,0.7300264783221662,0.6534653465346535,0.052756872708934824,0.9981227112683252,0.7389804802688897,0.22389568426786163,0.7321430965318471,0.7235870483685239,0.6826923076923077,0.039102302451830294,0.9880737939491064,0.7582923553206704,0.14888252532310603,0.7303964757709251,0.9955946509667296,0.7236009732360097,0.985759074540034,2.04M,336.29K,11.0990099009901,26.34556598894389,26.347920038283824,947.77G,140.0,335.49K,2.2621556607260724
423,exact,1,cifar--alpha5.0,5.0,3,0.1,0.8,,,0.7270812377389521,0.6538461538461539,0.048682263875854566,1.005123664390003,0.7631560728090618,0.20937286761531929,0.722985340147317,0.7122465384215335,0.6354166666666666,0.05038096467552676,1.0221611803969304,0.8283498876066093,0.16742135864677957,0.7264946507237257,1.0028905094129985,0.71338199513382,1.019106030087111,2.04M,288.5K,11.0990099009901,12.883049117326731,12.887006133663368,429.69G,120.0,287.7K,1.2934376975247526
424,exact,0,cifar--alpha5.0,5.0,3,0.005,0.8,,,0.6897100517664697,0.6274509803921569,0.04907979667664979,0.9221479359294352,0.7410542425119652,0.1397576711526574,0.6906583854166497,0.6919125185350008,0.646551724137931,0.04096880357582877,0.9326751539681692,0.788127140054163,0.1216509378032308,0.6893643801132788,0.9216417820194632,0.6929440389294403,0.932156719401515,2.04M,862.03K,11.0990099009901,33.54023034488449,33.54208514471948,1.23T,360.0,861.23K,1.2297716823432343
425,exact,0,cifar--alpha5.0,5.0,3,0.05,0.8,,,0.7334921439301081,0.6761904761904762,0.049784034363249345,0.930815137599968,0.7142400117415302,0.19776912770817012,0.7353106484947795,0.7330202541812321,0.7049180327868853,0.03762828620807233,0.9104950585087408,0.7501880472356622,0.1309394684316244,0.7334172435494022,0.9290034567432032,0.7338199513381995,0.9074223517646464,2.04M,336.29K,11.0990099009901,14.130609147359738,14.138544799504947,492.87G,140.0,335.49K,1.2810098399339935
426,exact,1,cifar--alpha5.0,5.0,3,0.01,0.8,,,0.6534463959960022,0.580952380952381,0.05487884768592558,1.0740614746280963,0.8313983445582183,0.1888165118838629,0.6630057914902772,0.651587818265461,0.59375,0.052786622197753943,1.06156658536668,0.8790947210008853,0.16297559706029058,0.6538703587161737,1.0727896704442232,0.654014598540146,1.059504218432155,2.04M,503.57K,11.0990099009901,22.658021503300336,22.66043693993399,749.2G,210.0,502.77K,1.3294376909240924
427,exact,1,cifar--alpha5.0,5.0,3,0.5,0.8,,,0.09969211463992296,0.050505050505050504,0.047328943773416246,2.305944309656124,2.282513000346996,0.015808331333512397,0.09744574838289476,0.10404644068076878,0.04807692307692308,0.0456929058383161,2.306833417795483,2.295148510091445,0.013409207564129309,0.09905601006922592,2.3059933240793273,0.10364963503649637,2.30711309869214,2.04M,169.01K,11.0990099009901,7.878602400330035,7.881632651155115,251.87G,70.0,168.21K,1.364423557425743
428,exact,0,cifar--alpha5.0,5.0,6,0.1,0.6,,,0.72175151057487,0.65,0.047629679899494286,0.9844571568051896,0.7491470684698962,0.20600096290564135,0.7244207590964638,0.7205821485057238,0.6470588235294118,0.061990977497660624,0.9770742744085936,0.7664154602820614,0.16375043929597238,0.721334172435494,0.9826620178209248,0.7216545012165451,0.9756410764081634,2.04M,288.5K,11.0990099009901,21.466133387953796,21.46946307310231,806.42G,120.0,287.7K,2.1394878815181513
429,exact,1,cifar--alpha5.0,5.0,3,0.005,0.8,,,0.5737974867215995,0.4827586206896552,0.07095447207520077,1.3084533828823195,0.9795994345504458,0.2705728859108728,0.5735045501088968,0.5869119134960616,0.5096153846153846,0.06767491382354536,1.2490401751226563,1.061419518488758,0.1972812215433401,0.5739458779106357,1.3055335231324632,0.5912408759124088,1.2397280520041205,2.04M,503.57K,11.0990099009901,22.43260998712872,22.435342699834987,749.2G,210.0,502.77K,1.3717703196369635
430,exact,0,cifar--alpha5.0,5.0,6,0.01,0.6,,,0.705401243275262,0.65,0.048157183366782465,0.9359105507444544,0.7368446307362251,0.1496090264827098,0.7050915159011032,0.6966033287772114,0.65,0.03905019708381617,0.935784164192663,0.7478141672206375,0.12606747908619628,0.7052234109502832,0.9359193469367832,0.6978102189781021,0.9351640284786548,2.04M,670.85K,11.0990099009901,49.00359441650164,49.005141565346534,1.83T,280.0,670.05K,2.1161824353135317
431,exact,0,cifar--alpha5.0,5.0,6,0.5,0.6,,,0.09969211463992296,0.050505050505050504,0.047328943773416246,2.3057807411639297,2.2829810428619384,0.015222649923360853,0.09744574838289476,0.10404644068076878,0.04807692307692308,0.0456929058383161,2.3068005569700047,2.29595534100252,0.012751371065541427,0.09905601006922592,2.30583152707978,0.10364963503649637,2.307044101283498,2.04M,169.01K,11.0990099009901,12.751294371452143,12.753366790924089,472.87G,70.0,168.21K,2.185799487128713
432,exact,1,cifar--alpha5.0,5.0,3,0.05,0.8,,,0.7352445758195667,0.6732673267326733,0.051064364995545224,0.933259548055154,0.7160558537044356,0.19408338236865189,0.7376976325229194,0.7311525360342148,0.68,0.040901817358640645,0.9265191774383316,0.7059511683203957,0.14107450292997828,0.7353052234109503,0.9312807240676372,0.732360097323601,0.923569423699901,2.04M,336.29K,11.0990099009901,15.034731493564356,15.037630626567656,500.71G,140.0,335.49K,1.3219918280528051
433,exact,1,cifar--alpha5.0,5.0,6,0.1,0.6,,,0.7201981560715675,0.66,0.04652987840374746,0.9866878109859336,0.7236194949631297,0.21206947877730956,0.7243565825370357,0.7149087792271278,0.6235294117647059,0.054618402177166105,0.9906309147391152,0.7772001379943756,0.16876646208724763,0.7199496538703587,0.9842570507706392,0.716301703163017,0.9886251018285171,2.04M,288.5K,11.0990099009901,22.90002381270627,22.903322560561055,813.4G,120.0,287.7K,2.2586818757425737
434,exact,1,cifar--alpha5.0,5.0,6,0.01,0.6,,,0.6555277986369866,0.5824175824175825,0.05886779355904578,1.083426238447566,0.8607034232881334,0.17820506820886817,0.6511240893323607,0.6573863211522581,0.5865384615384616,0.05649073323119188,1.0358826158516357,0.8395546307073576,0.14961900427957353,0.6560100692259283,1.0811604096166805,0.6593673965936739,1.0332342133034755,2.04M,527.47K,11.0990099009901,40.78887481518152,40.79102335115511,1.45T,220.0,526.67K,2.22277936980198
435,exact,0,cifar--alpha5.0,5.0,6,0.005,0.6,,,0.6904200609854805,0.6302521008403361,0.04968978602286487,0.9198812225878668,0.7396300156911214,0.1409708647708128,0.6908597149507638,0.6903371245637925,0.6354166666666666,0.040964335803344215,0.928191339441894,0.7768656060380755,0.1131641210226476,0.6901195720578981,0.9195574154936672,0.691970802919708,0.9273855479094234,2.04M,862.03K,11.0990099009901,65.15412020594059,65.15630256782177,2.35T,360.0,861.23K,2.2087135922442243
436,exact,0,cifar--alpha5.0,5.0,6,0.05,0.6,,,0.7313442808881293,0.6666666666666666,0.04744812402540811,0.9179671669649048,0.7004764570599109,0.1930249011751093,0.7288369964500092,0.7307227855682574,0.6923076923076923,0.03612675488024252,0.9031560112739886,0.6910742944981678,0.14420819085182485,0.7312775330396476,0.9162058340496916,0.7313868613138687,0.8997579291934225,2.04M,336.29K,11.0990099009901,25.1733170879538,25.17767248564357,939.6G,140.0,335.49K,2.2110449084158414
437,exact,0,cifar--alpha5.0,5.0,3,0.1,0.6,,,0.7274948559635074,0.67,0.04663729615130986,0.980348019988896,0.7276601323894426,0.20761895654042337,0.7287105223368501,0.7254645792122314,0.6632653061224489,0.04765178893533781,0.9744366911418186,0.833018994214488,0.15968537050480183,0.7268722466960352,0.9786792897115842,0.727007299270073,0.9701118006323376,2.04M,336.29K,11.0990099009901,14.199012060231023,14.202006698019805,492.87G,140.0,335.49K,1.3184208285478547
438,exact,1,cifar--alpha5.0,5.0,6,0.5,0.6,,,0.09969211463992296,0.050505050505050504,0.047328943773416246,2.3058728507960646,2.283492573985347,0.015766653274338183,0.09744574838289476,0.10404644068076878,0.04807692307692308,0.0456929058383161,2.307114873619409,2.2972744941711425,0.013217117553561916,0.09905601006922592,2.305911125695653,0.10364963503649637,2.3073891775451436,2.04M,169.01K,11.0990099009901,13.588950844719474,13.592243939108908,476.93G,70.0,168.21K,2.30669824009901
439,exact,1,cifar--alpha5.0,5.0,6,0.005,0.6,,,0.5837642890275037,0.4942528735632184,0.0684872079890405,1.2730030662866492,0.9400126062906704,0.2645583390552735,0.5756793343115099,0.6007480044542863,0.5,0.06830525838644447,1.2044444624549353,0.8928899337660592,0.2387697884222482,0.5835116425424796,1.2721863647176177,0.6024330900243309,1.2020997232184212,2.04M,599.16K,11.0990099009901,46.932823699834984,46.93454340610562,1.65T,250.0,598.36K,2.2237555849834987
440,exact,0,cifar--alpha5.0,5.0,3,0.01,0.6,,,0.710112836541606,0.6521739130434783,0.04960467321396728,0.8902509524747231,0.6950456500053406,0.14259492377406946,0.7122244423257909,0.6988729621395124,0.6530612244897959,0.04553181968289097,0.8984552845925782,0.7218831327726256,0.11846579484105645,0.7097545626179987,0.8905788510135223,0.7002433090024331,0.8972009518140714,2.04M,766.44K,11.0990099009901,32.14765719587458,32.15115612541255,1.09T,320.0,765.64K,1.2550324343234325
441,exact,1,cifar--alpha5.0,5.0,6,0.05,0.6,,,0.728471811333127,0.6666666666666666,0.047673698354765474,0.926110441382199,0.7033473451932272,0.19424520655445865,0.7326469866352671,0.7261916350523403,0.6915887850467289,0.03707636780252872,0.9075236968452518,0.7098109758043863,0.12795401722815877,0.7285084959093769,0.9242365732859372,0.7265206812652069,0.905418036395906,2.04M,336.29K,11.0990099009901,25.710094849834988,25.71294243382838,947.77G,140.0,335.49K,2.1764514455445543
442,exact,1,cifar--alpha5.0,5.0,3,0.1,0.6,,,0.7267496499278397,0.67,0.048891704117796336,0.9836690794626848,0.7534785539496178,0.20635946439198297,0.7244766379328844,0.7226456019329354,0.6635514018691588,0.0488968006409832,0.9708961863583307,0.794735903481403,0.16001054226234182,0.7258653241032096,0.9810362439427368,0.7236009732360097,0.968765653978009,2.04M,336.29K,11.0990099009901,14.79595603778878,14.798944973762376,500.71G,140.0,335.49K,1.3091951084158415
443,exact,1,cifar--alpha5.0,5.0,3,0.01,0.6,,,0.6494754758464965,0.5882352941176471,0.05492074930044479,1.0593681503464625,0.8245422679644364,0.17567402757052958,0.6530776090097788,0.641063645570987,0.5714285714285714,0.05771110507127523,1.0407616380887854,0.8835005520660186,0.13978506181599065,0.6497168030207677,1.0583408156891638,0.6437956204379562,1.0375246086549874,2.04M,503.57K,11.0990099009901,22.726815803960395,22.730014300825083,749.2G,210.0,502.77K,1.3327285478547857
444,exact,1,cifar--alpha5.0,5.0,3,0.5,0.6,,,0.09878875609529514,0.0,0.06707524108309598,2.304249450054136,2.2931604966396044,0.008742682319632548,0.09507727265466652,0.10473578392988436,0.0,0.07753794392585099,2.304564461985586,2.2944910252680546,0.009648118859693171,0.09842668344870988,2.3041847334034116,0.10608272506082723,2.3042989692548765,2.04M,264.6K,11.0990099009901,11.843324372937296,11.847845714521451,394.42G,110.0,263.8K,1.2803979567656762
445,exact,0,cifar--alpha5.0,5.0,3,0.5,0.6,,,0.09969211463992296,0.050505050505050504,0.047328943773416246,2.305453965473305,2.2851277898859093,0.014144965817508216,0.09744574838289476,0.10404644068076878,0.04807692307692308,0.0456929058383161,2.3066028495059867,2.2962703284095314,0.011593208721298218,0.09905601006922592,2.3054949609493596,0.10364963503649637,2.306792922263598,2.04M,169.01K,11.0990099009901,7.299829301815181,7.302393966666667,247.97G,70.0,168.21K,1.263946585478548
446,exact,1,cifar--alpha5.0,5.0,3,0.005,0.6,,,0.6090355965366309,0.5321100917431193,0.06001246793320408,1.2140675084263826,0.9663839631610448,0.24586408036598476,0.6032526113903695,0.6085592129703394,0.5393258426966292,0.05452329946344599,1.188272169748717,1.0912793416243334,0.1455531066172795,0.6086847073631214,1.2158010640488135,0.610705596107056,1.1840825882561306,2.04M,1.08M,11.0990099009901,48.59496290693069,48.59732356881189,1.6T,460.0,1.07M,1.3095459122112212
447,exact,0,cifar--alpha5.0,5.0,3,0.005,0.6,,,0.699555797358898,0.64,0.05040003720350789,0.8961098203257564,0.7220818018913269,0.13169895612609167,0.6989484411905061,0.6883299241268859,0.6448598130841121,0.04164182175799753,0.887502813136489,0.7495959479853792,0.10962006404554976,0.6989301447451227,0.8961658738975521,0.6905109489051094,0.8860249423052563,2.04M,1.1M,11.0990099009901,46.65038482739274,46.653674523432336,1.61T,470.0,1.1M,1.1972982435643564
448,exact,1,cifar--alpha5.0,5.0,3,0.05,0.6,,,0.7334233921572073,0.6705882352941176,0.04719394609845256,0.8849106579112298,0.6986378617242935,0.17079310436824643,0.7357735821705685,0.7276350179131106,0.68,0.04396629238194268,0.8708294508948817,0.6867772369499666,0.1276600746659273,0.7336689741976086,0.8825220480659722,0.7289537712895378,0.8685115558967683,2.04M,336.29K,11.0990099009901,15.05372569290429,15.056703044554457,500.71G,140.0,335.49K,1.31613479009901
449,exact,1,cifar--alpha5.0,5.0,6,0.1,0.4,,,0.7248868722197661,0.6568627450980392,0.05301464512979382,0.9348746936943002,0.7313213788189934,0.1941379199843282,0.7306507791915982,0.7250272492183633,0.6635514018691588,0.048770562986469215,0.8971710911504612,0.6818350603781551,0.15638551568132916,0.7242290748898679,0.93345192515674,0.7265206812652069,0.8943047151078273,2.04M,336.29K,11.0990099009901,26.486429453135315,26.49004117359737,947.77G,140.0,335.49K,2.2536962400990097
450,exact,0,cifar--alpha5.0,5.0,3,0.05,0.6,,,0.7319119533781044,0.6666666666666666,0.049454051395297384,0.8818046812641207,0.6879091109704534,0.17660882516095835,0.7353842878824098,0.7232508393838449,0.6705882352941176,0.0419260075693189,0.8630303126371432,0.7056593342260881,0.12494568129778864,0.7317809943360604,0.8801321731825213,0.724087591240876,0.8600022973660425,2.04M,336.29K,11.0990099009901,14.099609985643566,14.101788626402644,492.87G,140.0,335.49K,1.2242004963696371
451,exact,0,cifar--alpha5.0,5.0,6,0.1,0.4,,,0.7294103944800021,0.6666666666666666,0.05028308339015896,0.9447699749725936,0.6888415211612738,0.20171522074207304,0.7316752545851377,0.7266442349928581,0.6635514018691588,0.04492073762182385,0.9305627172743302,0.7590757112636745,0.1543716997413479,0.7287602265575834,0.9430197226321424,0.7279805352798053,0.92592813397266,2.04M,360.19K,11.0990099009901,27.018089801815183,27.021873434818477,1006.25G,150.0,359.39K,2.102076571617162
452,exact,0,cifar--alpha5.0,5.0,6,0.01,0.4,,,0.7034585299885101,0.6436781609195402,0.05011586013233181,0.8912939760018398,0.6915365886688233,0.1493147141205921,0.7089076331514158,0.6950330372634744,0.65,0.038107503491650825,0.9027817240383638,0.7557153777642683,0.11237212031205324,0.7032095657646319,0.8911432589567808,0.6958637469586375,0.902050108631162,2.04M,862.03K,11.0990099009901,63.76225511930692,63.76547944719471,2.35T,360.0,861.23K,2.0927369184818483
453,exact,1,cifar--alpha5.0,5.0,6,0.01,0.4,,,0.6727082485019119,0.5977011494252874,0.05954718951643436,1.016150618033944,0.7932595946207768,0.17615018916982322,0.6775099800122794,0.6731240390633817,0.61,0.05307281802706952,1.017548060538629,0.8089412427416035,0.14774607297749082,0.6733794839521712,1.0143246230673422,0.6749391727493917,1.0169260588585605,2.04M,933.72K,11.0990099009901,71.89611425957096,71.89911436798681,2.56T,390.0,932.92K,2.1375035100660065
454,exact,1,cifar--alpha5.0,5.0,6,0.5,0.4,,,0.10707594544680016,0.04854368932038835,0.05397384369805377,2.3040746434520543,2.294128946636034,0.008926671433953245,0.10655599715609884,0.10049839673208529,0.03773584905660377,0.050495514891837574,2.3049088703659595,2.2933395612435263,0.009672375783346086,0.1078665827564506,2.3040263857160297,0.10170316301703164,2.3046815273535515,2.04M,264.6K,11.0990099009901,20.356118608085804,20.35985024933993,746.68G,110.0,263.8K,2.2104670160066004
